Airline,Source,Destination,Additional_Info,Date,Month,Year,Stop,Arrival_Hour,Arrival_Minute,Dep_Hour,Dep_Minute,Route_1,Route_2,Route_3,Route_4,Route_5,Price
6,2,1,8,1,6,2019,1,19,0,10,0,3,7,6,12,4,14004.215
6,2,1,8,15,5,2019,1,19,15,7,30,3,7,6,12,4,8451.437
6,2,1,8,6,3,2019,1,13,20,7,0,3,7,6,12,4,14476.994
4,2,1,5,12,6,2019,1,12,35,10,0,3,7,6,12,4,10334.18
6,2,1,8,27,6,2019,1,21,0,7,0,3,7,6,12,4,7860.7676
1,2,1,8,15,5,2019,2,19,15,17,15,3,20,4,5,4,12711.533
4,0,2,5,3,5,2019,0,10,10,7,10,0,13,24,12,4,4541.213
4,2,1,8,9,5,2019,1,19,0,22,50,3,7,6,12,4,15410.037
0,3,0,8,1,6,2019,0,22,25,19,55,2,5,24,12,4,5163.013
4,2,1,5,12,6,2019,1,19,0,10,0,3,7,6,12,4,10382.879
6,2,1,8,3,3,2019,1,18,50,10,20,3,7,6,12,4,15021.906
6,2,1,8,15,5,2019,1,19,15,4,55,3,7,6,12,4,7043.055
2,0,5,8,24,3,2019,0,23,50,20,55,0,13,24,12,4,6602.1196
0,3,0,8,6,5,2019,0,1,20,22,50,2,5,24,12,4,4252.568
3,3,0,8,1,5,2019,0,16,55,14,25,2,5,24,12,4,5560.5376
3,2,1,8,24,6,2019,1,22,30,6,50,3,20,6,12,4,6386.895
3,2,1,8,9,6,2019,1,22,30,11,55,3,20,6,12,4,6233.236
8,4,3,7,15,5,2019,0,7,15,5,45,1,19,24,12,4,2042.7823
1,0,2,8,18,5,2019,0,23,55,21,5,0,13,24,12,4,5253.749
8,4,3,7,6,5,2019,0,14,45,13,15,1,19,24,12,4,2084.7087
3,2,1,8,3,6,2019,0,0,20,21,5,3,10,24,12,4,6121.3813
8,4,3,8,1,4,2019,0,0,15,22,45,1,19,24,12,4,2525.1145
7,2,1,8,21,3,2019,1,1,35,17,45,3,7,6,12,4,9155.781
3,0,2,8,27,6,2019,0,22,50,20,0,0,13,24,12,4,4826.66
4,2,1,8,27,6,2019,2,19,0,23,5,3,0,4,5,4,13087.42
6,2,1,8,6,3,2019,1,18,50,6,0,3,7,6,12,4,14822.284
4,3,0,8,12,6,2019,1,12,0,14,5,2,7,3,12,4,13498.631
3,0,5,8,3,3,2019,0,21,45,18,55,0,13,24,12,4,8737.633
10,2,1,8,9,6,2019,0,9,10,6,0,3,10,24,12,4,6297.8066
3,4,3,8,6,5,2019,0,18,25,16,55,1,19,24,12,4,3613.686
8,3,0,8,12,6,2019,1,18,30,11,15,2,23,3,12,4,10198.456
3,2,1,8,3,3,2019,1,1,35,11,30,3,7,6,12,4,15320.332
6,2,1,8,6,3,2019,1,19,15,7,5,3,7,6,12,4,17209.791
10,0,2,8,9,5,2019,0,14,20,11,30,0,13,24,12,4,4721.2773
3,0,5,8,24,3,2019,0,11,30,8,30,0,13,24,12,4,6043.8516
3,2,1,8,9,6,2019,1,15,35,10,35,3,7,6,12,4,6773.3003
6,2,1,8,1,6,2019,1,1,30,15,15,3,7,6,12,4,8956.116
3,0,2,8,1,4,2019,0,2,20,23,30,0,13,24,12,4,4567.3105
6,2,1,8,9,5,2019,1,19,15,9,15,3,7,6,12,4,8986.436
4,3,0,5,12,6,2019,1,18,15,20,0,2,7,3,12,4,9476.956
6,2,1,8,15,5,2019,1,1,30,17,45,3,7,6,12,4,8719.789
4,4,3,8,6,6,2019,0,8,30,7,5,1,19,24,12,4,7731.7803
3,2,1,8,1,6,2019,1,1,30,16,0,3,7,6,12,4,6625.707
4,3,0,5,1,4,2019,1,9,20,16,30,2,7,3,12,4,7589.3813
4,2,1,5,21,3,2019,1,18,50,7,5,3,7,6,12,4,8148.6196
4,2,1,8,9,4,2019,2,19,0,21,25,3,21,4,5,4,10934.44
4,4,3,5,1,4,2019,0,8,30,7,5,1,19,24,12,4,4529.9814
4,2,1,8,6,6,2019,1,4,25,18,15,3,7,6,12,4,14621.551
6,2,1,8,27,5,2019,2,1,30,15,5,3,21,4,5,4,17225.053
4,0,2,5,6,4,2019,0,20,45,17,45,0,13,24,12,4,4231.174
4,2,1,5,24,6,2019,2,19,0,9,40,3,28,4,5,4,10172.848
4,2,1,8,1,6,2019,1,19,0,20,55,3,7,6,12,4,14723.997
4,0,2,8,9,6,2019,0,10,10,7,10,0,13,24,12,4,8120.838
1,3,0,8,18,5,2019,2,23,15,5,50,2,25,9,3,4,12758.001
1,0,5,8,12,3,2019,2,13,55,6,45,0,7,18,6,4,14737.046
4,2,1,8,3,3,2019,1,4,25,23,5,3,7,6,12,4,17677.79
1,3,0,8,9,5,2019,2,11,10,12,0,2,2,4,3,4,10070.167
4,3,0,8,1,5,2019,1,18,0,20,25,2,14,3,12,4,11948.782
4,2,1,8,24,6,2019,2,12,35,19,10,3,0,4,5,4,12897.1
1,2,1,8,6,3,2019,2,9,25,9,45,3,20,22,5,4,12059.684
8,3,0,8,18,3,2019,0,19,45,17,15,2,5,24,12,4,4298.5576
1,0,5,8,1,3,2019,1,16,20,9,30,0,2,8,12,4,12099.274
4,3,0,5,24,3,2019,1,4,45,21,10,2,7,3,12,4,11318.646
4,0,5,5,15,3,2019,1,9,0,8,55,0,7,8,12,4,10382.455
4,0,2,8,6,6,2019,0,11,20,8,20,0,13,24,12,4,7933.1943
1,2,1,8,9,4,2019,1,19,15,10,0,3,7,6,12,4,6416.527
3,2,1,8,1,6,2019,1,21,0,6,40,3,7,6,12,4,6238.102
0,3,0,8,27,5,2019,0,22,25,19,55,2,5,24,12,4,4087.554
6,2,1,8,1,6,2019,1,21,0,8,0,3,7,6,12,4,12236.329
1,3,0,8,1,4,2019,2,15,5,16,50,2,7,7,3,4,8757.32
10,0,2,8,12,4,2019,0,22,15,19,30,0,13,24,12,4,5783.653
8,3,0,8,6,5,2019,0,9,30,6,55,2,5,24,12,4,3740.5574
1,2,1,8,9,3,2019,0,17,10,14,10,3,10,24,12,4,6644.9756
4,3,0,5,1,5,2019,1,19,50,14,5,2,7,3,12,4,10555.006
4,0,5,5,21,3,2019,1,10,25,18,40,0,7,8,12,4,8051.2896
4,0,5,8,6,3,2019,1,15,55,9,45,0,33,8,12,4,17520.676
1,3,0,8,6,5,2019,2,5,25,7,0,2,14,0,3,4,15189.662
1,0,2,8,27,4,2019,0,19,45,17,0,0,13,24,12,4,6077.476
3,0,5,8,1,3,2019,1,15,25,11,20,0,40,8,12,4,10092.445
3,2,1,8,15,6,2019,1,1,30,20,25,3,7,6,12,4,5241.5376
3,3,0,8,18,6,2019,0,18,5,15,30,2,5,24,12,4,4718.197
3,2,1,8,27,3,2019,1,21,0,7,30,3,7,6,12,4,7515.6436
6,2,1,5,18,5,2019,1,1,30,10,0,3,7,6,12,4,7495.222
4,2,1,5,3,6,2019,1,19,0,14,0,3,7,6,12,4,10311.712
4,0,2,5,6,6,2019,0,14,5,11,10,0,13,24,12,4,6243.5635
1,2,1,8,24,6,2019,1,9,25,9,45,3,33,6,12,4,7564.4355
6,2,1,8,1,6,2019,1,12,35,6,0,3,7,6,12,4,13459.404
1,2,1,8,6,4,2019,1,9,25,9,45,3,33,6,12,4,5259.9297
4,2,1,8,6,3,2019,2,4,25,19,10,3,0,4,5,4,19952.523
3,3,0,8,3,4,2019,0,0,50,22,15,2,5,24,12,4,4312.491
6,2,1,8,21,5,2019,1,1,30,14,0,3,7,6,12,4,13247.265
4,4,3,8,15,5,2019,0,11,50,10,20,1,19,24,12,4,6929.44
3,0,2,8,12,5,2019,0,22,50,20,0,0,13,24,12,4,4830.0576
4,2,1,8,15,6,2019,2,19,0,20,0,3,1,4,5,4,14374.396
8,3,0,8,18,6,2019,0,0,40,22,20,2,5,24,12,4,3821.035
4,3,0,8,12,5,2019,1,9,20,8,25,2,7,3,12,4,14164.84
1,0,2,8,9,5,2019,0,8,55,6,10,0,13,24,12,4,5718.1836
1,1,4,8,6,6,2019,0,13,55,11,40,4,8,24,12,4,4292.9756
1,3,0,8,9,6,2019,2,5,25,10,0,2,14,0,3,4,12704.211
4,0,5,5,21,3,2019,1,13,15,8,0,0,7,8,12,4,7940.4785
4,2,1,5,9,5,2019,0,14,15,11,0,3,10,24,12,4,6610.487
6,2,1,8,9,4,2019,1,21,0,8,0,3,7,6,12,4,12214.705
3,2,1,8,27,3,2019,1,15,30,10,45,3,7,6,12,4,5881.7666
6,2,1,8,24,6,2019,1,19,15,6,40,3,7,6,12,4,7852.452
1,0,5,8,15,3,2019,1,18,40,8,15,0,20,8,12,4,6030.2554
1,2,1,8,12,6,2019,1,19,15,3,50,3,7,6,12,4,9037.173
3,2,1,8,12,6,2019,1,20,0,15,10,3,6,6,12,4,6266.4585
1,4,3,8,18,5,2019,0,22,25,21,5,1,19,24,12,4,2769.7397
1,0,5,8,1,3,2019,1,11,35,11,50,0,33,8,12,4,18064.82
6,2,1,8,3,6,2019,1,21,0,7,5,3,7,6,12,4,12755.279
2,0,5,8,9,3,2019,0,23,50,20,55,0,13,24,12,4,5899.117
4,2,1,5,15,6,2019,1,4,25,8,0,3,7,6,12,4,10106.948
1,4,3,8,6,5,2019,0,22,25,21,5,1,19,24,12,4,3092.3276
8,0,5,8,15,3,2019,0,23,20,20,30,0,13,24,12,4,6533.779
3,4,3,8,27,3,2019,0,18,25,16,55,1,19,24,12,4,3226.873
8,4,3,7,1,6,2019,0,7,15,5,45,1,19,24,12,4,3021.2034
1,0,5,8,1,3,2019,0,12,45,10,0,0,13,24,12,4,17282.053
6,2,1,8,3,6,2019,1,19,15,9,0,3,7,6,12,4,13999.54
3,3,0,8,6,5,2019,0,22,55,20,20,2,5,24,12,4,4866.742
8,3,0,7,24,3,2019,0,19,45,17,15,2,5,24,12,4,5732.9966
8,3,0,8,12,5,2019,0,0,40,22,20,2,5,24,12,4,4104.0547
4,3,0,5,6,5,2019,1,20,45,20,0,2,7,3,12,4,9911.055
4,3,0,8,12,6,2019,1,22,35,16,30,2,7,3,12,4,13655.788
8,4,3,8,1,6,2019,0,14,45,13,15,1,19,24,12,4,2333.6746
4,3,0,8,24,5,2019,1,9,20,21,10,2,7,3,12,4,14254.235
4,4,3,5,1,4,2019,0,21,5,19,35,1,19,24,12,4,2111.2002
4,3,0,8,9,5,2019,1,9,20,21,10,2,7,3,12,4,14342.956
2,0,2,8,12,6,2019,0,14,30,11,40,0,13,24,12,4,3911.6692
8,0,2,7,12,4,2019,0,0,5,21,10,0,13,24,12,4,5015.2188
3,3,0,8,27,5,2019,0,7,15,4,40,2,5,24,12,4,4826.4053
4,3,0,8,9,5,2019,1,14,25,17,0,2,14,3,12,4,12204.8125
4,0,5,8,18,3,2019,1,5,5,21,25,0,7,8,12,4,33061.082
6,2,1,8,15,6,2019,1,1,30,17,45,3,7,6,12,4,7899.539
3,0,2,8,15,5,2019,0,19,55,16,55,0,13,24,12,4,4847.2007
6,2,1,8,9,5,2019,1,21,0,11,40,3,7,6,12,4,7945.364
4,0,5,8,1,3,2019,1,11,25,16,55,0,7,8,12,4,27013.412
1,4,3,8,9,6,2019,0,20,45,19,30,1,19,24,12,4,3593.5205
3,1,4,8,15,5,2019,0,15,35,13,15,4,8,24,12,4,3722.8643
3,0,2,8,9,5,2019,0,19,55,16,55,0,13,24,12,4,4889.7534
3,3,0,8,3,5,2019,0,12,20,9,35,2,5,24,12,4,4834.091
4,2,1,8,12,6,2019,2,12,35,9,40,3,28,4,5,4,13098.763
6,2,1,8,1,6,2019,1,21,0,10,20,3,7,6,12,4,9292.51
4,2,1,8,27,3,2019,1,19,45,17,30,3,7,6,12,4,11648.363
1,3,0,8,9,5,2019,2,12,30,5,50,2,25,9,3,4,12188.052
1,2,1,8,15,6,2019,1,9,25,9,45,3,33,6,12,4,7993.969
10,1,4,8,9,5,2019,0,20,5,17,45,4,8,24,12,4,11606.071
3,2,1,8,6,6,2019,1,20,0,15,10,3,6,6,12,4,6826.623
1,2,1,8,3,3,2019,1,7,40,8,0,3,7,6,12,4,13747.108
6,2,1,8,3,3,2019,1,1,35,15,5,3,7,6,12,4,19504.113
10,3,0,8,24,5,2019,1,9,5,20,20,2,14,3,12,4,9173.212
4,2,1,8,9,4,2019,2,19,0,19,10,3,0,4,5,4,9480.364
4,0,2,5,18,6,2019,0,22,50,19,50,0,13,24,12,4,6659.25
1,2,1,8,9,3,2019,1,8,15,17,45,3,6,6,12,4,9504.411
1,3,0,8,18,5,2019,2,23,15,8,20,2,28,9,3,4,12724.702
4,3,0,5,12,5,2019,1,16,20,14,5,2,7,3,12,4,9884.412
8,1,4,8,15,6,2019,0,20,5,17,45,4,8,24,12,4,4038.3953
8,1,4,7,15,6,2019,0,20,5,17,45,4,8,24,12,4,3720.6504
4,4,3,8,21,5,2019,0,4,20,2,55,1,19,24,12,4,5964.841
1,2,1,8,15,6,2019,2,19,15,13,15,3,20,4,5,4,12280.996
4,2,1,8,27,5,2019,2,19,0,9,40,3,28,4,5,4,15114.208
3,3,0,8,18,3,2019,0,0,5,21,25,2,5,24,12,4,5063.3755
3,2,1,8,27,3,2019,1,12,30,7,20,3,33,6,12,4,6093.705
6,2,1,8,27,6,2019,1,19,0,11,25,3,7,6,12,4,10717.848
3,0,2,8,24,4,2019,0,0,15,21,15,0,13,24,12,4,3965.191
6,2,1,8,27,5,2019,1,12,35,4,55,3,7,6,12,4,9846.406
4,3,0,8,21,5,2019,1,23,35,20,25,2,14,3,12,4,13284.061
3,3,0,8,15,4,2019,0,17,45,15,15,2,5,24,12,4,4544.922
8,4,3,8,15,5,2019,0,14,45,13,15,1,19,24,12,4,2144.672
6,2,1,8,3,3,2019,1,1,35,9,55,3,7,6,12,4,17278.652
4,3,0,5,1,4,2019,1,8,15,18,55,2,7,3,12,4,6746.7993
3,2,1,8,6,6,2019,1,1,30,17,10,3,7,6,12,4,6139.06
6,2,1,8,9,5,2019,1,21,0,10,0,3,7,6,12,4,9656.207
6,2,1,8,12,6,2019,1,19,15,11,30,3,7,6,12,4,13354.36
4,3,0,8,9,5,2019,1,18,0,9,35,2,14,3,12,4,13300.868
4,3,0,5,15,5,2019,1,8,15,21,10,2,7,3,12,4,9707.173
4,3,0,8,1,4,2019,1,20,45,20,0,2,7,3,12,4,12394.443
10,0,2,8,15,6,2019,0,22,15,19,30,0,13,24,12,4,4961.8965
4,2,1,8,15,6,2019,2,19,0,18,20,3,1,4,5,4,14539.81
3,0,2,8,24,4,2019,0,10,5,7,10,0,13,24,12,4,5010.0776
4,3,0,5,21,5,2019,1,23,35,16,30,2,7,3,12,4,10624.407
1,4,3,8,18,5,2019,0,20,45,19,30,1,19,24,12,4,3067.6357
10,3,0,8,15,5,2019,1,23,25,20,20,2,14,3,12,4,8531.026
4,2,1,8,6,6,2019,2,19,0,5,30,3,28,4,5,4,13172.399
4,2,1,5,1,4,2019,1,19,0,17,30,3,7,6,12,4,4999.974
6,2,1,8,24,6,2019,1,1,30,10,0,3,7,6,12,4,11159.93
3,3,0,8,9,5,2019,1,23,15,19,35,2,2,3,12,4,5258.956
3,2,1,8,6,3,2019,1,15,30,6,40,3,7,6,12,4,14208.696
6,2,1,8,9,5,2019,1,22,30,7,10,3,20,6,12,4,6848.7173
1,2,1,8,27,6,2019,1,19,15,10,0,3,7,6,12,4,9228.033
3,2,1,8,15,5,2019,1,22,30,8,35,3,20,6,12,4,6729.1616
8,3,0,8,27,4,2019,0,17,25,14,55,2,5,24,12,4,3994.8655
6,2,1,8,12,6,2019,1,21,0,13,0,3,7,6,12,4,9256.812
6,2,1,8,27,6,2019,1,21,0,9,0,3,7,6,12,4,8410.461
1,4,3,8,6,3,2019,1,9,10,19,40,1,14,13,12,4,10380.686
10,0,2,8,3,4,2019,0,23,50,21,0,0,13,24,12,4,5915.361
6,2,1,8,9,6,2019,1,21,0,8,0,3,7,6,12,4,11913.465
6,2,1,8,24,6,2019,1,21,0,10,0,3,7,6,12,4,11192.09
6,2,1,8,6,3,2019,1,18,50,11,40,3,7,6,12,4,14625.258
10,4,3,8,6,3,2019,1,19,55,15,40,1,14,13,12,4,12696.475
4,2,1,8,3,3,2019,1,18,50,13,0,3,7,6,12,4,17177.145
8,3,0,8,1,6,2019,0,17,25,14,55,2,5,24,12,4,3882.7676
4,2,1,8,6,6,2019,2,4,25,5,30,3,28,4,5,4,13053.569
6,2,1,5,6,3,2019,1,1,35,15,5,3,7,6,12,4,14456.616
6,2,1,8,9,4,2019,1,19,0,7,30,3,7,6,12,4,9359.39
4,3,0,8,12,6,2019,1,4,40,8,25,2,7,3,12,4,12806.59
4,2,1,8,1,6,2019,1,4,25,13,0,3,7,6,12,4,14466.01
1,2,1,8,6,6,2019,1,23,0,17,40,3,6,6,12,4,7697.0063
6,2,1,8,12,6,2019,1,1,30,17,30,3,7,6,12,4,13087.0
3,3,0,8,24,3,2019,0,0,5,21,25,2,5,24,12,4,5997.8066
4,3,0,5,24,3,2019,1,20,40,6,30,2,7,3,12,4,9387.684
10,0,5,8,15,3,2019,0,14,10,11,30,0,13,24,12,4,7742.0835
1,2,1,8,1,6,2019,2,9,25,7,5,3,20,22,5,4,11184.687
3,1,4,8,1,3,2019,0,0,25,22,5,4,8,24,12,4,9501.948
1,2,1,8,18,5,2019,1,23,0,6,10,3,6,6,12,4,8368.345
1,2,1,8,24,6,2019,1,19,15,8,0,3,7,6,12,4,9064.718
8,3,0,7,9,5,2019,0,0,40,22,20,2,5,24,12,4,4026.4575
3,0,5,8,24,3,2019,0,4,15,1,30,0,13,24,12,4,4659.929
3,2,1,8,6,5,2019,1,1,30,16,0,3,7,6,12,4,8092.369
1,2,1,8,12,6,2019,2,19,15,16,40,3,0,4,5,4,9420.549
1,3,0,8,15,5,2019,2,21,50,12,0,2,2,4,3,4,10627.273
6,2,1,8,15,6,2019,1,1,30,17,30,3,7,6,12,4,13555.545
4,2,1,8,3,6,2019,0,14,15,11,0,3,10,24,12,4,9367.266
1,2,1,8,21,5,2019,2,19,15,12,55,3,29,4,5,4,12841.438
6,2,1,8,27,3,2019,1,1,35,19,0,3,7,6,12,4,7100.0933
4,2,1,5,21,5,2019,1,19,0,15,0,3,7,6,12,4,12958.5
6,2,1,8,12,6,2019,1,19,15,13,0,3,7,6,12,4,13793.759
1,1,4,8,24,5,2019,0,13,55,11,40,4,8,24,12,4,4248.678
3,2,1,8,15,5,2019,1,1,30,20,25,3,7,6,12,4,6105.698
1,2,1,8,15,6,2019,1,7,40,13,0,3,7,6,12,4,8215.041
1,2,1,8,9,3,2019,2,19,15,19,45,3,0,4,5,4,11981.834
1,3,0,8,15,5,2019,2,13,45,17,30,2,14,7,3,4,15091.098
4,2,1,5,12,6,2019,1,19,0,21,50,3,7,6,12,4,10159.244
4,0,2,8,9,4,2019,0,20,45,17,45,0,13,24,12,4,7122.155
4,4,3,8,1,3,2019,0,21,5,19,35,1,19,24,12,4,10169.826
4,2,1,8,18,5,2019,2,19,0,23,5,3,0,4,5,4,15348.645
4,3,0,5,18,5,2019,1,4,40,16,30,2,7,3,12,4,9423.5205
6,2,1,8,24,6,2019,1,21,0,11,30,3,7,6,12,4,13699.13
4,2,1,8,9,6,2019,1,19,0,2,15,3,7,6,12,4,15421.027
4,3,0,8,1,5,2019,1,8,15,18,55,2,7,3,12,4,13737.268
1,2,1,8,3,3,2019,2,19,15,5,55,3,34,4,5,4,13736.252
4,2,1,5,9,6,2019,1,12,35,10,0,3,7,6,12,4,10450.43
6,2,1,8,3,6,2019,1,21,0,13,0,3,7,6,12,4,11998.777
3,2,1,8,15,6,2019,1,1,30,15,0,3,7,6,12,4,6169.033
4,2,1,5,12,6,2019,1,12,35,19,45,3,7,6,12,4,10187.429
3,2,1,8,3,3,2019,1,22,20,14,20,3,20,6,12,4,10645.739
4,2,1,5,21,3,2019,1,18,50,15,0,3,7,6,12,4,6687.5386
4,0,5,5,21,3,2019,1,16,10,8,0,0,7,8,12,4,7609.514
1,0,5,8,9,3,2019,2,23,55,8,50,0,7,0,6,4,12080.834
4,0,2,5,18,6,2019,0,20,45,17,45,0,13,24,12,4,6794.505
4,3,0,5,1,5,2019,1,10,5,14,5,2,7,3,12,4,8830.418
2,3,0,8,1,4,2019,1,7,45,23,30,2,7,3,12,4,7220.0117
3,0,2,8,27,5,2019,0,21,50,18,55,0,13,24,12,4,4783.851
6,2,1,8,9,5,2019,1,21,0,7,0,3,7,6,12,4,7897.6963
3,2,1,8,9,6,2019,1,21,0,7,30,3,7,6,12,4,6229.1396
8,0,2,8,27,6,2019,0,12,20,9,30,0,13,24,12,4,3856.7305
4,0,5,8,6,3,2019,1,20,20,20,35,0,7,8,12,4,17526.9
4,2,1,5,9,5,2019,1,4,25,21,50,3,7,6,12,4,12162.748
8,0,5,8,3,3,2019,0,8,35,5,45,0,13,24,12,4,7917.676
6,2,1,8,1,6,2019,1,19,0,6,0,3,7,6,12,4,12098.22
8,4,3,7,27,5,2019,0,7,15,5,45,1,19,24,12,4,1908.184
4,2,1,5,21,5,2019,1,4,25,9,0,3,7,6,12,4,12603.539
4,2,1,5,24,6,2019,2,4,25,5,30,3,28,4,5,4,10375.362
4,2,1,8,1,6,2019,1,4,25,20,55,3,7,6,12,4,14504.39
3,2,1,8,6,6,2019,1,1,30,17,30,3,7,6,12,4,6550.2007
1,3,0,8,3,3,2019,0,23,20,20,45,2,5,24,12,4,6494.678
4,2,1,8,24,6,2019,1,4,25,20,55,3,7,6,12,4,14676.105
1,2,1,8,3,4,2019,0,8,0,5,10,3,10,24,12,4,4325.2285
10,0,5,8,9,3,2019,1,12,35,6,40,0,0,8,12,4,10960.41
3,4,3,8,3,4,2019,0,22,50,21,20,1,19,24,12,4,2209.2764
4,3,0,8,15,5,2019,1,9,20,20,0,2,7,3,12,4,14321.738
4,3,0,5,6,5,2019,1,16,20,16,30,2,7,3,12,4,10095.06
1,3,0,8,12,5,2019,1,23,15,7,0,2,14,3,12,4,10216.552
6,2,1,8,3,6,2019,1,21,0,14,0,3,7,6,12,4,14004.597
4,2,1,8,21,5,2019,2,4,25,9,40,3,28,4,5,4,14905.204
3,3,0,8,1,4,2019,1,20,30,15,15,2,20,3,12,4,5131.5464
1,2,1,8,6,3,2019,1,7,40,8,0,3,7,6,12,4,14268.539
6,2,1,8,12,6,2019,1,19,15,10,35,3,7,6,12,4,7913.688
4,3,0,5,1,5,2019,1,19,50,6,30,2,7,3,12,4,10399.314
6,2,1,8,3,6,2019,1,1,30,10,0,3,7,6,12,4,10214.331
4,3,0,5,21,5,2019,1,9,20,8,25,2,7,3,12,4,9789.991
1,3,0,8,9,6,2019,2,5,35,16,50,2,7,11,3,4,11525.73
4,2,1,5,24,6,2019,2,19,0,5,30,3,28,4,5,4,10449.599
4,3,0,5,1,4,2019,1,22,35,14,5,2,7,3,12,4,7897.314
10,0,2,8,15,6,2019,0,14,20,11,30,0,13,24,12,4,4717.5625
3,4,3,8,18,6,2019,0,18,25,16,55,1,19,24,12,4,3415.0515
3,2,1,8,3,3,2019,1,21,0,6,40,3,7,6,12,4,15457.752
4,3,0,8,24,5,2019,1,4,40,6,30,2,7,3,12,4,14174.211
1,2,1,8,15,6,2019,1,7,40,20,0,3,7,6,12,4,8377.44
1,2,1,8,3,6,2019,1,9,25,9,45,3,33,6,12,4,8135.707
10,0,2,8,12,5,2019,0,22,15,19,30,0,13,24,12,4,5052.496
3,2,1,8,12,6,2019,1,16,10,6,50,3,20,6,12,4,6464.0605
3,3,0,8,18,4,2019,0,17,45,15,15,2,5,24,12,4,4748.694
3,3,0,8,12,5,2019,0,16,55,14,25,2,5,24,12,4,5206.479
4,3,0,8,24,5,2019,1,22,5,20,25,2,14,3,12,4,13345.66
3,0,2,8,6,4,2019,0,0,15,21,15,0,13,24,12,4,3906.356
6,2,1,8,9,6,2019,1,1,30,15,0,3,7,6,12,4,13137.795
3,2,1,8,9,6,2019,1,12,10,5,5,3,20,6,12,4,6746.5186
3,4,3,8,9,3,2019,0,21,35,20,5,1,19,24,12,4,4542.63
10,0,2,8,1,5,2019,0,19,35,17,0,0,13,24,12,4,5054.76
4,3,0,8,15,5,2019,1,10,5,20,0,2,7,3,12,4,14122.735
1,2,1,8,21,5,2019,2,19,15,19,45,3,0,4,5,4,10068.717
4,2,1,5,3,4,2019,1,19,0,9,0,3,7,6,12,4,5010.346
3,2,1,8,9,3,2019,1,22,20,8,35,3,20,6,12,4,8217.401
1,3,0,8,12,5,2019,2,5,35,16,50,2,7,11,3,4,12031.663
4,3,0,5,12,5,2019,1,23,35,18,55,2,7,3,12,4,10059.57
4,2,1,8,1,6,2019,2,19,0,9,40,3,28,4,5,4,13175.32
4,3,0,8,18,5,2019,1,19,50,8,25,2,7,3,12,4,14600.031
1,0,5,8,12,3,2019,2,22,10,5,50,0,9,10,6,4,11624.45
3,2,1,8,9,3,2019,1,22,20,16,10,3,20,6,12,4,7385.8403
1,2,1,8,3,6,2019,2,19,15,22,0,3,16,4,5,4,10517.948
4,2,1,8,9,6,2019,2,12,35,9,25,3,32,4,5,4,13960.444
4,4,3,8,15,5,2019,0,21,5,19,35,1,19,24,12,4,5535.8667
1,2,1,8,3,4,2019,1,9,25,9,45,3,33,6,12,4,5536.466
4,3,0,5,15,5,2019,1,20,45,16,30,2,7,3,12,4,10694.516
4,2,1,5,6,3,2019,1,4,25,15,5,3,7,6,12,4,13679.926
4,2,1,8,9,3,2019,1,4,25,15,5,3,7,6,12,4,16026.443
4,3,0,8,1,4,2019,1,22,5,9,35,2,14,3,12,4,11624.501
4,3,0,8,15,5,2019,1,9,45,9,35,2,14,3,12,4,13182.759
4,0,5,5,12,3,2019,1,19,10,22,55,0,7,8,12,4,10626.4375
4,2,1,8,6,3,2019,1,4,25,20,50,3,7,6,12,4,16514.08
6,2,1,8,3,6,2019,1,19,0,11,40,3,7,6,12,4,11706.113
1,0,2,8,24,5,2019,0,12,45,10,0,0,13,24,12,4,6576.868
4,3,0,5,15,5,2019,1,12,0,21,10,2,7,3,12,4,10275.914
1,2,1,8,27,5,2019,2,19,15,7,10,3,32,4,5,4,12544.106
8,1,4,7,12,6,2019,0,10,35,8,20,4,8,24,12,4,3586.978
1,0,5,8,21,3,2019,1,22,5,8,50,0,7,8,12,4,6448.891
4,0,2,5,24,4,2019,0,18,10,15,15,0,13,24,12,4,4598.2803
1,0,2,8,12,6,2019,0,19,45,17,0,0,13,24,12,4,6889.7275
4,3,0,5,15,5,2019,1,22,35,21,10,2,7,3,12,4,10363.799
3,0,2,8,21,6,2019,0,4,15,1,30,0,13,24,12,4,3882.1682
4,3,0,8,1,5,2019,1,9,20,14,5,2,7,3,12,4,13770.291
4,4,3,8,24,6,2019,0,11,50,10,20,1,19,24,12,4,7636.3804
4,3,0,8,24,5,2019,1,10,5,20,0,2,7,3,12,4,13788.731
8,0,5,8,1,3,2019,0,8,35,5,45,0,13,24,12,4,17139.596
3,4,3,8,3,5,2019,0,13,30,12,0,1,19,24,12,4,3084.0522
1,2,1,8,9,3,2019,1,9,25,9,45,3,33,6,12,4,12147.056
10,3,0,8,9,6,2019,1,9,5,20,20,2,14,3,12,4,8613.627
4,2,1,8,24,6,2019,2,19,0,19,10,3,0,4,5,4,13094.595
1,0,5,8,3,3,2019,2,22,55,17,0,0,20,29,6,4,11932.39
4,3,0,5,1,4,2019,1,12,0,16,30,2,7,3,12,4,7348.075
4,4,3,5,1,5,2019,0,11,50,10,20,1,19,24,12,4,4361.3594
6,2,1,8,15,6,2019,1,21,0,13,0,3,7,6,12,4,8772.942
3,2,1,8,21,3,2019,2,21,20,8,35,3,20,22,5,4,6448.382
6,2,1,8,6,6,2019,1,19,0,7,30,3,7,6,12,4,10500.432
4,3,0,8,12,6,2019,1,10,5,8,25,2,7,3,12,4,13243.936
